date,rm,branch,new_accounts,revenue_mil_vnd,margin_balance_bil_vnd,aum_bil_vnd,conversion_rate_pct
2025-01-15,RM_17,CanTho,116,821.4,7239.5,26124.9,9.3
2025-01-15,RM_18,DaNang,167,711.5,4641.3,47683.3,16.2
2025-01-15,RM_19,HaiPhong,195,754.5,6067.7,22455.0,10.2
2025-01-15,RM_20,Online,140,80.1,3268.1,40078.0,16.2
2025-01-15,RM_21,Online,167,244.7,6013.7,25114.7,10.9
2025-01-15,RM_22,HCM_Center,123,649.1,7877.0,34563.1,14.2
2025-01-15,RM_23,HaiPhong,198,510.1,4150.5,23879.6,17.9
2025-01-15,RM_24,CanTho,160,798.0,7115.9,45845.2,9.6
2025-01-15,RM_25,DaNang,45,728.3,5891.8,11883.2,17.3
2025-01-15,RM_26,CanTho,92,586.0,6975.8,48116.4,8.3
2025-01-15,RM_27,HaiPhong,30,631.8,3145.6,28615.0,4.8
2025-01-15,RM_28,HCM_Center,146,896.3,3171.7,30017.0,6.5
2025-01-15,RM_29,HaiPhong,35,604.5,7173.0,43174.0,16.0
2025-01-15,RM_30,CanTho,125,642.6,2400.0,47431.3,9.1
2025-01-22,RM_01,HaiPhong,67,353.4,1102.3,49428.3,12.3
2025-01-22,RM_02,HCM_Center,31,713.8,2582.2,6606.1,15.6
2025-01-22,RM_03,HaiPhong,48,217.9,4897.3,13774.3,12.5
2025-01-22,RM_04,HaiPhong,192,874.1,5899.6,3719.5,14.8
2025-01-22,RM_05,HN_HeadOffice,31,483.5,4992.2,45330.4,11.3
2025-01-22,RM_06,Online,188,363.4,3924.1,33741.8,6.1
2025-01-22,RM_07,CanTho,188,548.7,7785.9,19069.7,16.2
2025-01-22,RM_08,HaiPhong,119,803.7,903.0,29973.9,8.1
2025-01-22,RM_09,HN_HeadOffice,122,184.1,6814.6,28371.7,5.6
2025-01-22,RM_10,HN_HeadOffice,33,219.7,6096.7,20695.9,11.6
2025-01-22,RM_11,Online,110,491.7,4066.3,45864.7,11.0
2025-01-22,RM_12,Online,86,510.7,7471.2,9529.2,3.8
2025-01-22,RM_13,HN_HeadOffice,50,278.7,2473.6,18380.5,12.8
2025-01-22,RM_14,HaiPhong,162,289.5,4982.5,28430.9,11.8
2025-01-22,RM_15,Online,164,473.9,660.7,27701.0,6.9
2025-01-22,RM_16,HN_HeadOffice,127,709.6,5465.4,8004.2,3.1
2025-01-22,RM_17,DaNang,30,390.3,6618.3,19611.6,15.9
2025-01-22,RM_18,CanTho,143,339.3,2251.0,24467.8,6.8
2025-01-22,RM_19,Online,184,474.5,1817.5,39960.1,9.1
2025-01-22,RM_20,HaiPhong,53,485.4,2598.1,45469.0,12.5
2025-01-22,RM_21,HCM_Center,66,329.4,583.8,20247.9,17.8
2025-01-22,RM_22,DaNang,174,444.9,8244.7,33585.2,11.0
2025-01-22,RM_23,HN_HeadOffice,122,461.6,4804.7,29760.2,9.8
2025-01-22,RM_24,Online,138,197.1,6742.7,26363.3,16.2
2025-01-22,RM_25,DaNang,118,581.7,1397.8,12139.5,8.5
2025-01-22,RM_26,HN_HeadOffice,142,86.3,5227.2,42974.9,13.9
2025-01-22,RM_27,HCM_Center,122,333.6,6235.9,13609.0,10.0
2025-01-22,RM_28,CanTho,180,359.1,5123.6,45637.6,14.4
2025-01-22,RM_29,DaNang,103,165.1,1757.5,8154.5,10.2
2025-01-22,RM_30,HCM_Center,177,341.0,1341.7,31793.1,14.2
2025-01-29,RM_01,HaiPhong,64,572.2,1149.0,24553.5,6.1
2025-01-29,RM_02,DaNang,185,763.9,4220.7,32742.6,8.6
2025-01-29,RM_03,CanTho,71,506.6,2890.7,24688.9,6.3
2025-01-29,RM_04,CanTho,179,653.5,1504.6,35669.8,10.7
2025-01-29,RM_05,Online,84,275.4,8520.7,29586.1,15.4
2025-01-29,RM_06,DaNang,71,601.9,1595.6,3988.7,6.8
2025-01-29,RM_07,DaNang,210,293.6,1708.1,36921.7,17.2
2025-01-29,RM_08,HCM_Center,46,569.6,8113.8,34282.8,12.6
2025-01-29,RM_09,HCM_Center,92,319.6,7403.5,10280.4,12.8
2025-01-29,RM_10,CanTho,38,447.3,4633.0,46237.6,5.6
2025-01-29,RM_11,CanTho,121,491.8,5838.6,8997.0,3.8
2025-01-29,RM_12,Online,67,721.4,3075.8,28402.7,6.1
2025-01-29,RM_13,CanTho,155,551.1,2558.4,6225.2,12.9
2025-01-29,RM_14,CanTho,81,179.9,5487.7,14215.5,14.7
2025-01-29,RM_15,DaNang,181,740.7,8354.2,40355.8,5.8
2025-01-29,RM_16,HN_HeadOffice,133,144.8,7459.5,8984.6,11.9
2025-01-29,RM_17,HaiPhong,141,170.3,3017.5,20757.8,3.0
2025-01-29,RM_18,DaNang,46,507.8,688.9,6524.2,16.4
2025-01-29,RM_19,HaiPhong,205,522.1,5457.5,14562.8,7.9
2025-01-29,RM_20,Online,70,665.7,3606.1,46173.2,10.4
2025-01-29,RM_21,HN_HeadOffice,81,711.2,5398.2,39586.1,5.4
2025-01-29,RM_22,CanTho,205,615.4,3149.4,13322.6,7.9
2025-01-29,RM_23,CanTho,185,618.1,7370.3,15364.7,13.2
2025-01-29,RM_24,DaNang,63,785.2,8710.5,47263.4,10.7
2025-01-29,RM_25,Online,188,778.7,5554.3,21793.9,16.9
2025-01-29,RM_26,DaNang,63,565.7,8582.2,5247.9,6.3
2025-01-29,RM_27,HN_HeadOffice,132,457.3,5108.5,17268.3,9.2
2025-01-29,RM_28,DaNang,181,389.9,835.6,15837.3,11.6
2025-01-29,RM_29,HN_HeadOffice,40,439.6,4399.5,25287.5,4.6
2025-01-29,RM_30,HCM_Center,97,410.9,7639.5,11773.6,7.6
2025-02-05,RM_01,CanTho,81,672.7,1082.7,14241.1,7.7
2025-02-05,RM_02,Online,186,586.9,6783.3,18398.0,7.3
2025-02-05,RM_03,HaiPhong,100,830.2,4585.0,43600.3,14.1
2025-02-05,RM_04,DaNang,187,337.8,3561.8,33172.1,16.2
2025-02-05,RM_05,HaiPhong,179,124.5,1642.7,45028.9,3.5
2025-02-05,RM_06,CanTho,47,102.2,3999.6,36193.6,8.0
2025-02-05,RM_07,HCM_Center,112,299.5,1184.4,21989.1,7.3
2025-02-05,RM_08,HaiPhong,167,488.0,7240.7,18445.4,14.7
2025-02-05,RM_09,HaiPhong,141,798.2,1387.9,41484.6,5.2
2025-02-05,RM_10,HN_HeadOffice,136,656.0,3745.2,38309.2,14.6
2025-02-05,RM_11,DaNang,117,268.2,5032.5,19222.6,16.7
2025-02-05,RM_12,HCM_Center,144,737.0,2671.3,13717.7,10.4
2025-02-05,RM_13,Online,172,476.5,5538.6,24181.3,16.5
2025-02-05,RM_14,HCM_Center,185,630.2,7017.6,33558.4,6.6
2025-02-05,RM_15,HaiPhong,39,218.4,2464.3,14105.2,14.3
2025-02-05,RM_16,Online,208,879.6,558.5,11406.7,15.2
2025-02-05,RM_17,HN_HeadOffice,133,567.9,3875.2,5418.7,10.6
2025-02-05,RM_18,HN_HeadOffice,76,526.9,8909.2,42642.2,14.4
2025-02-05,RM_19,HaiPhong,169,339.4,7732.9,49483.3,4.2
2025-02-05,RM_20,HCM_Center,105,492.8,824.2,44998.0,15.8
2025-02-05,RM_21,Online,209,119.3,5574.2,28094.0,12.1
2025-02-05,RM_22,HN_HeadOffice,96,300.2,6573.1,27211.0,15.7
2025-02-05,RM_23,DaNang,32,383.3,1821.8,47823.2,17.3
2025-02-05,RM_24,DaNang,30,215.0,8280.8,39812.0,8.9
2025-02-05,RM_25,HCM_Center,52,461.8,5727.0,24076.7,3.7
2025-02-05,RM_26,HCM_Center,53,199.2,6297.2,8443.0,9.4
2025-02-05,RM_27,HN_HeadOffice,86,557.3,8346.8,10127.0,16.1
2025-02-05,RM_28,Online,190,173.6,8670.6,41227.1,3.3
2025-02-05,RM_29,DaNang,216,503.6,8296.1,47945.2,16.1
2025-02-05,RM_30,CanTho,144,476.1,1385.5,9946.2,16.8
2025-02-12,RM_01,CanTho,159,797.4,7691.9,49551.5,9.7
2025-02-12,RM_02,DaNang,209,362.0,7199.0,48474.3,18.0
2025-02-12,RM_03,DaNang,54,479.4,8093.7,20423.2,12.5
2025-02-12,RM_04,DaNang,197,461.1,4990.3,7026.8,9.9
2025-02-12,RM_05,CanTho,145,460.7,3554.9,28553.0,10.6
2025-02-12,RM_06,HN_HeadOffice,142,378.0,7874.2,22763.3,12.2
2025-02-12,RM_07,CanTho,110,726.4,8250.7,38571.3,10.9
2025-02-12,RM_08,HN_HeadOffice,86,503.0,4276.6,33556.2,10.4
2025-02-12,RM_09,DaNang,46,684.2,2731.9,14545.4,16.1
2025-02-12,RM_10,HaiPhong,189,580.1,8502.4,43365.2,3.9
2025-02-12,RM_11,DaNang,116,276.1,8348.5,25833.2,7.8
2025-02-12,RM_12,Online,87,628.8,7059.8,4145.6,11.6
2025-02-12,RM_13,CanTho,135,591.6,4771.9,42642.9,15.6
2025-02-12,RM_14,HN_HeadOffice,199,538.7,6128.0,10683.8,3.4
2025-02-12,RM_15,HaiPhong,49,702.4,6813.0,18206.0,16.5
2025-02-12,RM_16,Online,181,297.3,1881.2,41909.1,11.4
2025-02-12,RM_17,HCM_Center,92,509.4,5321.8,18118.5,16.8
2025-02-12,RM_18,CanTho,34,472.5,4247.6,44379.9,12.1
2025-02-12,RM_19,Online,159,399.3,8249.9,48911.9,14.9
2025-02-12,RM_20,CanTho,75,91.5,5161.0,25191.1,10.6
2025-02-12,RM_21,DaNang,119,617.0,4894.9,31477.4,6.1
2025-02-12,RM_22,CanTho,216,207.6,8520.0,37030.3,6.3
2025-02-12,RM_23,CanTho,179,748.3,728.6,47451.1,16.2
2025-02-12,RM_24,HCM_Center,176,278.2,6284.0,5929.1,8.3
2025-02-12,RM_25,DaNang,110,505.9,2873.0,46270.1,14.8
2025-02-12,RM_26,HN_HeadOffice,54,228.4,4955.5,46793.5,17.7
2025-02-12,RM_27,HaiPhong,44,812.8,6678.9,39335.0,13.5
2025-02-12,RM_28,HN_HeadOffice,52,449.9,1575.1,15128.7,3.3
2025-02-12,RM_29,HaiPhong,149,190.3,8861.8,16712.6,5.4
2025-02-12,RM_30,DaNang,76,783.9,4444.4,27310.1,13.5
2025-02-19,RM_01,HaiPhong,200,389.1,3847.0,17962.6,3.0
2025-02-19,RM_02,HCM_Center,180,90.9,7396.4,45037.8,6.7
2025-02-19,RM_03,Online,174,418.8,4225.2,20307.3,15.3
2025-02-19,RM_04,Online,55,752.8,1957.6,28044.7,12.6
2025-02-19,RM_05,Online,136,220.8,1611.1,4723.5,8.3
2025-02-19,RM_06,HCM_Center,157,242.4,4203.0,40638.0,6.6
2025-02-19,RM_07,HCM_Center,84,803.3,7286.8,19485.8,15.8
2025-02-19,RM_08,CanTho,54,503.3,4419.5,45947.1,10.7
2025-02-19,RM_09,Online,114,103.5,4264.5,39628.2,10.1
2025-02-19,RM_10,Online,60,92.2,8273.9,40773.2,7.0
2025-02-19,RM_11,HN_HeadOffice,139,681.3,8695.5,18432.2,10.6
2025-02-19,RM_12,HCM_Center,201,793.2,7749.1,33584.6,3.6
2025-02-19,RM_13,HN_HeadOffice,81,538.7,3918.1,17104.6,6.3
2025-02-19,RM_14,HCM_Center,145,803.0,4391.4,45861.4,16.3
2025-02-19,RM_15,HCM_Center,54,593.3,1318.3,21265.0,7.9
2025-02-19,RM_16,HN_HeadOffice,82,868.1,7882.3,11856.8,14.0
2025-02-19,RM_17,HN_HeadOffice,193,886.3,1158.1,22837.0,9.1
2025-02-19,RM_18,CanTho,68,171.1,6999.3,45357.7,4.4
2025-02-19,RM_19,Online,192,703.7,3186.7,15907.3,14.8
2025-02-19,RM_20,Online,52,200.6,2300.5,41814.2,14.3
2025-02-19,RM_21,DaNang,55,305.9,7365.1,28815.7,14.1
2025-02-19,RM_22,HN_HeadOffice,188,760.8,5181.6,19155.8,16.4
2025-02-19,RM_23,HCM_Center,104,136.5,2377.8,10298.5,15.6
2025-02-19,RM_24,HaiPhong,150,162.9,3846.5,26729.1,17.5
2025-02-19,RM_25,DaNang,32,371.8,7530.3,21711.3,5.6
2025-02-19,RM_26,HaiPhong,159,257.3,5602.1,35211.9,15.1
2025-02-19,RM_27,CanTho,59,734.3,1264.9,12956.9,9.4
2025-02-19,RM_28,Online,31,341.9,6169.6,22351.8,4.2
2025-02-19,RM_29,Online,150,152.1,8684.5,41379.8,10.2
2025-02-19,RM_30,HN_HeadOffice,79,617.6,5274.7,43179.6,11.0
2025-02-26,RM_01,CanTho,131,434.2,6747.0,32602.6,16.1
2025-02-26,RM_02,HCM_Center,201,647.0,3850.9,15508.7,17.6
2025-02-26,RM_03,DaNang,144,752.7,4424.4,23187.3,7.4
2025-02-26,RM_04,HCM_Center,142,201.4,7332.9,47762.5,18.0
2025-02-26,RM_05,HN_HeadOffice,147,557.9,7457.3,38125.3,16.1
2025-02-26,RM_06,Online,122,641.8,5530.2,24355.2,6.8
2025-02-26,RM_07,HaiPhong,64,876.7,6187.7,45377.7,13.3
2025-02-26,RM_08,HCM_Center,32,113.3,3126.8,18524.6,4.6
2025-02-26,RM_09,HaiPhong,154,516.4,2505.5,36769.6,8.4
2025-02-26,RM_10,DaNang,157,684.2,2675.9,37498.3,5.8
2025-02-26,RM_11,DaNang,91,864.4,7688.8,11068.5,4.2
2025-02-26,RM_12,CanTho,116,607.8,1050.9,24999.3,12.6
2025-02-26,RM_13,HCM_Center,209,592.0,5165.5,13068.2,9.2
2025-02-26,RM_14,CanTho,112,252.9,2163.8,41845.5,13.7
2025-02-26,RM_15,Online,168,320.4,3931.9,33638.1,5.9
2025-02-26,RM_16,Online,162,143.2,7499.5,7955.1,10.6
2025-02-26,RM_17,HCM_Center,95,572.8,5659.3,8226.4,10.8
2025-02-26,RM_18,HCM_Center,39,541.9,6670.6,10436.5,3.1
2025-02-26,RM_19,HCM_Center,97,736.3,6799.9,27378.2,6.2
2025-02-26,RM_20,CanTho,208,392.0,4596.9,32775.7,4.6
2025-02-26,RM_21,HaiPhong,181,176.4,6511.0,26907.5,4.8
2025-02-26,RM_22,DaNang,64,324.5,2143.5,5212.7,13.4
2025-02-26,RM_23,CanTho,210,159.7,8546.8,49030.8,16.0
2025-02-26,RM_24,HCM_Center,217,241.0,8808.7,25521.3,11.8
2025-02-26,RM_25,HN_HeadOffice,193,371.1,4904.6,37502.6,11.5
2025-02-26,RM_26,HN_HeadOffice,94,516.8,6356.1,4956.5,13.4
2025-02-26,RM_27,HaiPhong,172,277.9,580.9,16926.6,4.5
2025-02-26,RM_28,HN_HeadOffice,179,694.9,810.6,48964.5,9.3
2025-02-26,RM_29,HaiPhong,204,799.0,3877.5,11895.0,5.4
2025-02-26,RM_30,CanTho,174,188.7,8656.0,7698.0,7.7
2025-03-05,RM_01,HN_HeadOffice,49,657.9,2794.7,39659.0,16.4
2025-03-05,RM_02,HN_HeadOffice,143,760.2,4012.6,47191.4,8.6
2025-03-05,RM_03,DaNang,203,579.3,8487.9,3651.1,6.6
2025-03-05,RM_04,HaiPhong,62,353.0,3727.3,11087.6,5.4
2025-03-05,RM_05,HCM_Center,123,184.1,7627.7,38281.0,13.0
2025-03-05,RM_06,DaNang,159,126.0,4131.1,16815.4,4.5
2025-03-05,RM_07,DaNang,74,229.3,5646.0,16716.5,14.2
2025-03-05,RM_08,Online,119,631.2,7192.8,26867.7,11.3
2025-03-05,RM_09,HaiPhong,47,267.8,6593.8,11011.4,6.4
2025-03-05,RM_10,CanTho,216,475.7,8412.4,5877.3,5.1
2025-03-05,RM_11,HN_HeadOffice,197,594.5,1804.7,34232.9,12.9
2025-03-05,RM_12,DaNang,50,823.6,6372.1,40572.6,8.3
2025-03-05,RM_13,DaNang,165,138.2,4249.6,12653.9,5.8
2025-03-05,RM_14,CanTho,128,296.9,7297.3,11706.8,15.5
2025-03-05,RM_15,Online,63,295.2,7153.0,5112.9,12.4
2025-03-05,RM_16,HN_HeadOffice,209,594.6,8983.4,38157.8,5.7
2025-03-05,RM_17,DaNang,142,808.0,5675.8,30479.1,14.5
2025-03-05,RM_18,CanTho,160,177.9,5649.9,22494.1,10.6
2025-03-05,RM_19,Online,179,466.8,4706.4,5757.7,5.7
2025-03-05,RM_20,HN_HeadOffice,104,316.5,3393.9,27861.4,6.6
2025-03-05,RM_21,HCM_Center,48,378.6,663.5,29214.7,6.5
2025-03-05,RM_22,HN_HeadOffice,118,224.2,3267.3,4903.3,16.9
2025-03-05,RM_23,HN_HeadOffice,36,205.5,7864.0,25709.4,14.4
2025-03-05,RM_24,HaiPhong,60,338.1,1620.0,40316.4,10.8
2025-03-05,RM_25,HaiPhong,150,547.0,2874.9,21033.9,7.3
2025-03-05,RM_26,HaiPhong,112,477.6,7811.9,22625.8,6.8
2025-03-05,RM_27,HN_HeadOffice,35,148.8,8344.1,18287.4,12.9
2025-03-05,RM_28,HCM_Center,82,169.4,8355.7,9033.0,11.3
2025-03-05,RM_29,Online,122,842.6,6748.8,16890.8,7.4
2025-03-05,RM_30,HaiPhong,57,139.4,8363.5,10216.1,17.7
2025-03-12,RM_01,CanTho,197,792.7,7504.3,22325.4,12.7
2025-03-12,RM_02,CanTho,209,753.4,554.3,29178.2,5.4
2025-03-12,RM_03,HCM_Center,113,623.4,3329.7,46337.6,13.1
2025-03-12,RM_04,Online,89,787.3,8485.5,26139.6,3.8
2025-03-12,RM_05,DaNang,135,208.4,5455.9,29142.9,4.6
2025-03-12,RM_06,HN_HeadOffice,191,479.3,3067.8,27760.5,14.8
2025-03-12,RM_07,Online,117,88.4,6788.8,3368.6,14.1
2025-03-12,RM_08,DaNang,114,767.4,1967.8,25356.2,5.2
2025-03-12,RM_09,HCM_Center,167,782.3,654.3,33088.7,5.2
2025-03-12,RM_10,Online,49,84.3,1608.8,41442.9,16.3
2025-03-12,RM_11,Online,100,881.7,6552.1,16016.8,5.8
2025-03-12,RM_12,HCM_Center,145,302.4,892.4,44775.4,7.9
2025-03-12,RM_13,DaNang,51,272.4,4360.2,32226.0,5.3
2025-03-12,RM_14,HaiPhong,153,282.9,2163.6,45888.5,3.4
2025-03-12,RM_15,CanTho,147,592.0,8612.6,29421.0,17.8
2025-03-12,RM_16,HaiPhong,74,329.2,2745.5,8582.6,6.1
2025-03-12,RM_17,Online,41,136.0,8645.1,28366.1,13.3
2025-03-12,RM_18,HaiPhong,54,554.5,3023.7,14782.4,11.5
2025-03-12,RM_19,HCM_Center,156,437.2,8856.0,34396.8,6.7
2025-03-12,RM_20,HCM_Center,181,552.9,3049.9,40853.3,11.8
2025-03-12,RM_21,Online,123,856.4,8885.2,10549.9,6.6
2025-03-12,RM_22,HaiPhong,103,171.9,2321.3,34785.5,14.3
2025-03-12,RM_23,HaiPhong,190,485.0,4119.0,6836.7,13.0
2025-03-12,RM_24,CanTho,150,387.2,6618.9,11649.5,17.8
2025-03-12,RM_25,HCM_Center,65,747.9,5483.4,4619.7,9.4
2025-03-12,RM_26,Online,162,785.7,5625.0,32865.3,11.0
2025-03-12,RM_27,HaiPhong,219,104.7,3415.6,39397.7,4.6
2025-03-12,RM_28,Online,127,493.5,8680.3,9667.1,13.4
2025-03-12,RM_29,HCM_Center,84,651.3,1660.9,38900.0,14.8
2025-03-12,RM_30,HaiPhong,74,446.5,2840.6,46359.7,6.8
2025-03-19,RM_01,HaiPhong,65,525.8,4968.1,28200.2,3.1
2025-03-19,RM_02,DaNang,48,804.3,4792.9,34656.6,16.6
2025-03-19,RM_03,DaNang,190,524.0,8534.2,40705.3,13.6
2025-03-19,RM_04,HaiPhong,95,651.8,8118.9,41023.3,10.7
2025-03-19,RM_05,HN_HeadOffice,83,91.9,5920.3,22144.4,15.1
2025-03-19,RM_06,CanTho,101,538.6,747.3,35388.5,14.6
2025-03-19,RM_07,DaNang,188,821.2,6167.1,32659.7,11.1
2025-03-19,RM_08,HCM_Center,114,236.4,4022.3,27169.1,16.5
2025-03-19,RM_09,HN_HeadOffice,203,258.5,3602.8,43840.6,5.6
2025-03-19,RM_10,DaNang,145,809.6,4910.6,36480.3,8.7
2025-03-19,RM_11,Online,66,600.2,8240.1,23361.3,12.0
2025-03-19,RM_12,HN_HeadOffice,105,632.3,7256.0,49474.1,4.1
2025-03-19,RM_13,DaNang,45,173.9,2777.4,24238.8,13.2
2025-03-19,RM_14,HCM_Center,87,555.1,7055.8,9719.3,7.1
2025-03-19,RM_15,HN_HeadOffice,94,381.6,3487.5,31276.9,4.9
2025-03-19,RM_16,HaiPhong,169,889.4,3332.9,41280.1,8.9
2025-03-19,RM_17,CanTho,156,390.5,6186.3,22629.5,16.9
2025-03-19,RM_18,CanTho,180,226.2,2131.1,45066.6,14.9
2025-03-19,RM_19,HCM_Center,66,320.7,2279.7,34741.2,17.4
2025-03-19,RM_20,DaNang,56,687.9,3628.9,27839.2,9.3
2025-03-19,RM_21,HaiPhong,69,151.0,804.0,28884.2,12.5
2025-03-19,RM_22,DaNang,105,569.7,6052.7,21264.5,16.2
2025-03-19,RM_23,HCM_Center,169,856.3,5429.7,8767.8,9.3
2025-03-19,RM_24,HN_HeadOffice,40,294.8,6412.0,13007.7,16.3
2025-03-19,RM_25,HCM_Center,203,186.4,8126.5,30049.7,3.6
2025-03-19,RM_26,HN_HeadOffice,50,261.7,2297.6,30213.8,15.4
2025-03-19,RM_27,HaiPhong,50,851.7,3564.2,36949.4,10.7
2025-03-19,RM_28,HN_HeadOffice,160,387.6,1303.8,38679.5,8.5
2025-03-19,RM_29,HaiPhong,57,223.1,8588.5,42365.1,7.0
2025-03-19,RM_30,HCM_Center,72,730.7,2405.0,35464.0,12.9
2025-03-26,RM_01,HN_HeadOffice,158,752.4,5160.8,18250.4,5.3
2025-03-26,RM_02,Online,37,414.8,6241.7,37077.7,10.5
2025-03-26,RM_03,Online,117,814.4,8288.6,13120.1,9.8
2025-03-26,RM_04,DaNang,198,482.8,3018.9,10064.3,13.9
