date,vnindex,market_liquidity_bil_vnd,market_margin_bil_vnd,market_share_pct
2025-08-14,1312.93,23692.0,194874.0,6.07
2025-08-15,1318.99,17095.0,194229.0,5.98
2025-08-16,1313.67,16141.0,194433.0,6.05
2025-08-17,1313.87,23466.0,194120.0,5.97
2025-08-18,1320.22,26760.0,194062.0,6.05
2025-08-19,1319.8,21409.0,195478.0,5.97
2025-08-20,1316.25,22315.0,195627.0,6.04
2025-08-21,1324.63,17542.0,194935.0,6.2
2025-08-22,1326.01,14568.0,194923.0,6.11
2025-08-23,1329.78,18420.0,194455.0,6.17
2025-08-24,1339.75,24467.0,194543.0,6.0
2025-08-25,1349.52,12710.0,194727.0,6.01
2025-08-26,1347.34,17493.0,194856.0,6.07
2025-08-27,1343.73,12531.0,194985.0,6.13
2025-08-28,1346.61,19616.0,194674.0,6.08
2025-08-29,1346.15,22302.0,195058.0,6.18
2025-08-30,1331.55,14898.0,195868.0,6.07
2025-08-31,1342.35,17820.0,195504.0,6.23
2025-09-01,1343.11,23898.0,195533.0,6.21
2025-09-02,1349.6,18953.0,195646.0,6.05
2025-09-03,1340.81,14931.0,196593.0,6.19
2025-09-04,1351.72,14666.0,197419.0,6.14
2025-09-05,1347.61,12227.0,196978.0,6.24
2025-09-06,1347.35,21990.0,197098.0,6.13
2025-09-07,1336.74,16677.0,196123.0,6.2
2025-09-08,1336.0,22971.0,195517.0,6.23
2025-09-09,1334.77,22334.0,195597.0,5.98
2025-09-10,1333.88,16994.0,196108.0,6.06
2025-09-11,1337.99,17462.0,196846.0,6.22
2025-09-12,1339.07,22040.0,196699.0,6.21
2025-09-13,1347.48,19843.0,195822.0,6.31
2025-09-14,1344.34,20262.0,196170.0,6.26
2025-09-15,1336.97,13565.0,196118.0,6.15
2025-09-16,1337.41,22477.0,196485.0,6.28
2025-09-17,1343.04,16277.0,196667.0,6.21
2025-09-18,1353.6,11402.0,197238.0,6.26
2025-09-19,1360.71,17192.0,197767.0,6.24
2025-09-20,1347.19,20833.0,198427.0,6.32
2025-09-21,1350.8,26701.0,198176.0,6.19
2025-09-22,1363.09,18062.0,198942.0,6.22
2025-09-23,1364.19,14717.0,198660.0,6.14
2025-09-24,1360.66,26809.0,198790.0,6.5
2025-09-25,1363.73,19943.0,200162.0,6.25
2025-09-26,1360.31,18473.0,200482.0,6.27
2025-09-27,1366.02,15626.0,199736.0,6.26
2025-09-28,1366.51,15884.0,200849.0,6.31
2025-09-29,1378.26,24578.0,201619.0,6.33
2025-09-30,1382.85,18460.0,202487.0,6.42
2025-10-01,1377.66,17531.0,202695.0,6.39
2025-10-02,1383.1,17634.0,203008.0,6.41
2025-10-03,1391.19,24911.0,202914.0,6.35
2025-10-04,1387.24,17366.0,202494.0,6.4
2025-10-05,1384.43,21632.0,203635.0,6.51
2025-10-06,1366.59,20370.0,203448.0,6.41
2025-10-07,1374.42,20282.0,203181.0,6.45
2025-10-08,1370.32,16379.0,202941.0,6.27
2025-10-09,1353.94,21759.0,204314.0,6.48
2025-10-10,1340.39,25090.0,204999.0,6.46
2025-10-11,1339.21,19282.0,204811.0,6.55
2025-10-12,1345.89,16251.0,204850.0,6.23
2025-10-13,1345.78,14955.0,205277.0,6.46
2025-10-14,1350.15,20148.0,205962.0,6.46
2025-10-15,1341.94,18534.0,204904.0,6.48
2025-10-16,1331.81,19125.0,205607.0,6.43
2025-10-17,1339.5,19537.0,205524.0,6.5
2025-10-18,1344.03,14336.0,205114.0,6.54
2025-10-19,1344.39,22241.0,204911.0,6.5
2025-10-20,1355.24,20332.0,205535.0,6.47
2025-10-21,1348.24,19255.0,206836.0,6.48
2025-10-22,1345.47,20333.0,207010.0,6.47
2025-10-23,1354.28,22768.0,207470.0,6.51
2025-10-24,1369.59,19719.0,206970.0,6.46
2025-10-25,1370.25,16561.0,207384.0,6.36
2025-10-26,1384.29,23624.0,208030.0,6.63
2025-10-27,1380.07,18031.0,207058.0,6.38
2025-10-28,1383.31,17014.0,206769.0,6.52
2025-10-29,1382.52,14091.0,207393.0,6.42
2025-10-30,1370.41,19591.0,206231.0,6.51
2025-10-31,1373.08,15902.0,206040.0,6.46
2025-11-01,1381.14,17757.0,206530.0,6.53
2025-11-02,1380.55,21151.0,205417.0,6.47
2025-11-03,1380.59,19700.0,205209.0,6.44
2025-11-04,1392.33,23146.0,205317.0,6.57
2025-11-05,1382.93,20662.0,206011.0,6.65
2025-11-06,1371.55,18186.0,205186.0,6.57
2025-11-07,1366.92,18451.0,206032.0,6.55
2025-11-08,1357.95,17834.0,206316.0,6.46
2025-11-09,1369.32,21877.0,207224.0,6.54
2025-11-10,1372.4,19695.0,208108.0,6.58
2025-11-11,1366.08,18187.0,208417.0,6.5
2025-11-12,1361.77,22588.0,208827.0,6.62
2025-11-13,1385.26,19973.0,207679.0,6.54
2025-11-14,1380.97,18011.0,206804.0,6.57
2025-11-15,1375.48,14353.0,206170.0,6.51
2025-11-16,1378.51,21182.0,205997.0,6.51
2025-11-17,1384.22,20492.0,206720.0,6.56
2025-11-18,1386.59,19841.0,205542.0,6.57
2025-11-19,1379.92,18147.0,205388.0,6.57
2025-11-20,1371.25,16755.0,204533.0,6.46
2025-11-21,1376.62,18884.0,203512.0,6.48
2025-11-22,1376.79,20492.0,204616.0,6.53
2025-11-23,1364.25,19240.0,204755.0,6.38
2025-11-24,1374.22,19186.0,205970.0,6.61
2025-11-25,1381.02,18059.0,206869.0,6.55
2025-11-26,1379.7,20889.0,206294.0,6.53
2025-11-27,1378.21,20526.0,205065.0,6.46
2025-11-28,1380.67,17080.0,206585.0,6.58
2025-11-29,1375.77,22379.0,206371.0,6.49
2025-11-30,1365.58,22493.0,205640.0,6.66
2025-12-01,1368.76,22576.0,206194.0,6.54
2025-12-02,1357.85,19277.0,206359.0,6.38
2025-12-03,1361.58,19060.0,205959.0,6.55
2025-12-04,1350.65,15687.0,205787.0,6.45
2025-12-05,1350.45,22391.0,205970.0,6.44
2025-12-06,1349.97,12279.0,206092.0,6.46
2025-12-07,1364.83,18391.0,206691.0,6.46
2025-12-08,1356.91,18576.0,206513.0,6.49
2025-12-09,1346.19,22767.0,206343.0,6.53
2025-12-10,1341.63,19773.0,206833.0,6.49
2025-12-11,1333.24,16405.0,207123.0,6.39
2025-12-12,1329.12,14792.0,207958.0,6.34
2025-12-13,1333.08,17239.0,207854.0,6.38
2025-12-14,1339.86,20169.0,207855.0,6.46
2025-12-15,1353.74,19994.0,207116.0,6.5
2025-12-16,1348.44,19115.0,208235.0,6.56
2025-12-17,1370.15,17416.0,207329.0,6.31
2025-12-18,1386.61,19081.0,207541.0,6.41
2025-12-19,1385.58,23314.0,206986.0,6.38
2025-12-20,1367.85,15976.0,207293.0,6.36
2025-12-21,1367.78,19950.0,207884.0,6.4
2025-12-22,1368.96,25502.0,206806.0,6.36
2025-12-23,1351.17,21783.0,206728.0,6.35
2025-12-24,1352.36,18252.0,205569.0,6.31
2025-12-25,1351.36,22166.0,206622.0,6.39
2025-12-26,1345.67,17226.0,206382.0,6.43
2025-12-27,1351.29,19888.0,205348.0,6.47
2025-12-28,1359.93,25308.0,204927.0,6.29
2025-12-29,1356.64,26503.0,205915.0,6.24
2025-12-30,1359.08,13899.0,207026.0,6.29
2025-12-31,1354.44,22334.0,207985.0,6.24
2026-01-01,1348.74,26709.0,207506.0,6.38
2026-01-02,1349.98,17986.0,207470.0,6.22
2026-01-03,1354.77,20806.0,208684.0,6.29
2026-01-04,1350.86,25180.0,208242.0,6.17
2026-01-05,1333.75,18186.0,208078.0,6.24
2026-01-06,1339.04,21497.0,207480.0,6.27
2026-01-07,1326.87,19713.0,206735.0,6.37
2026-01-08,1328.44,13187.0,207649.0,6.18
2026-01-09,1343.27,21142.0,208161.0,6.26
2026-01-10,1343.74,19291.0,208546.0,6.06
2026-01-11,1334.82,23189.0,209021.0,6.12
2026-01-12,1323.73,27273.0,209806.0,6.14
2026-01-13,1333.7,22345.0,210934.0,6.16
2026-01-14,1334.16,18671.0,210998.0,6.22
2026-01-15,1339.08,21537.0,210830.0,6.23
2026-01-16,1347.09,20673.0,210183.0,6.04
2026-01-17,1347.3,23552.0,211011.0,6.2
2026-01-18,1345.43,14941.0,210720.0,6.06
2026-01-19,1338.45,15900.0,209744.0,6.29
2026-01-20,1314.39,12829.0,209626.0,6.16
2026-01-21,1302.85,22118.0,209713.0,6.14
2026-01-22,1302.89,19931.0,210366.0,6.1
2026-01-23,1302.09,17763.0,211138.0,6.11
2026-01-24,1305.91,17470.0,210697.0,6.1
2026-01-25,1305.5,18011.0,210207.0,6.04
2026-01-26,1307.38,16771.0,210047.0,6.14
2026-01-27,1314.28,18899.0,209269.0,6.1
2026-01-28,1307.8,18299.0,209262.0,6.13
2026-01-29,1306.1,24899.0,209655.0,6.05
2026-01-30,1293.84,21171.0,209755.0,6.1
2026-01-31,1302.23,17180.0,208696.0,5.98
2026-02-01,1303.13,18006.0,207931.0,6.32
2026-02-02,1307.65,24251.0,208901.0,5.97
2026-02-03,1320.59,21644.0,208262.0,5.98
2026-02-04,1329.83,21098.0,208849.0,6.09
2026-02-05,1329.95,22593.0,209361.0,6.1
2026-02-06,1336.85,25627.0,209206.0,5.93
2026-02-07,1326.0,15820.0,208578.0,5.86
2026-02-08,1330.07,17476.0,208795.0,5.87
2026-02-09,1331.78,13999.0,208245.0,5.9
2026-02-10,1319.43,21828.0,208192.0,5.91
2026-02-11,1330.73,18776.0,208336.0,5.95
2026-02-12,1325.7,17755.0,207904.0,6.04
2026-02-13,1331.76,17444.0,207815.0,6.04
2026-02-14,1329.01,22537.0,207670.0,5.89
2026-02-15,1337.55,19625.0,206875.0,5.98
2026-02-16,1348.65,18271.0,206811.0,6.0
2026-02-17,1342.61,24526.0,206435.0,6.04
2026-02-18,1330.97,16476.0,205228.0,5.91
2026-02-19,1330.52,15718.0,205062.0,5.86
2026-02-20,1337.91,29229.0,204934.0,5.97
2026-02-21,1335.54,18866.0,204580.0,6.03
2026-02-22,1331.23,18256.0,203207.0,5.86
2026-02-23,1335.74,17618.0,203821.0,6.05
2026-02-24,1314.24,19690.0,204369.0,6.03
2026-02-25,1309.53,22914.0,204894.0,5.87
2026-02-26,1299.06,22816.0,205192.0,5.76
2026-02-27,1302.01,22088.0,204382.0,5.83
2026-02-28,1296.72,19214.0,204538.0,5.85
2026-03-01,1288.4,14979.0,203959.0,5.91
2026-03-02,1286.17,21190.0,205560.0,5.73
2026-03-03,1275.02,25521.0,205265.0,6.06
2026-03-04,1275.52,23953.0,205803.0,6.05
2026-03-05,1270.66,19626.0,204786.0,5.8
2026-03-06,1268.24,23029.0,204030.0,5.71
2026-03-07,1263.1,18876.0,203725.0,5.84
2026-03-08,1271.0,20038.0,204287.0,5.89
2026-03-09,1270.73,15916.0,204740.0,5.96
2026-03-10,1275.53,19137.0,205012.0,5.91
2026-03-11,1279.97,20738.0,203784.0,5.83
2026-03-12,1274.12,19660.0,204646.0,5.69
2026-03-13,1279.28,22952.0,204067.0,5.89
2026-03-14,1282.67,26855.0,205268.0,5.91
2026-03-15,1285.78,24893.0,206645.0,5.82
2026-03-16,1283.19,19205.0,207293.0,5.87
2026-03-17,1280.37,17718.0,208055.0,5.86
2026-03-18,1287.26,17998.0,207242.0,5.83
2026-03-19,1305.31,16865.0,209119.0,5.75
2026-03-20,1299.27,20412.0,209341.0,5.87
2026-03-21,1304.15,21772.0,210111.0,5.73
2026-03-22,1301.82,20944.0,209580.0,5.96
2026-03-23,1308.7,20986.0,209605.0,5.78
2026-03-24,1312.8,20867.0,208844.0,5.89
2026-03-25,1321.89,19857.0,208746.0,5.79
2026-03-26,1300.13,17726.0,208827.0,5.88
2026-03-27,1295.92,26365.0,209076.0,5.84
2026-03-28,1288.61,24001.0,210123.0,5.9
2026-03-29,1288.35,17161.0,210530.0,5.8
2026-03-30,1283.16,17176.0,210770.0,5.73
2026-03-31,1278.63,18298.0,210867.0,5.84
2026-04-01,1284.69,20471.0,212344.0,5.84
2026-04-02,1300.5,24767.0,212009.0,5.75
2026-04-03,1278.51,23917.0,212911.0,5.82
2026-04-04,1276.63,24108.0,211608.0,5.75
2026-04-05,1279.72,24183.0,211063.0,5.89
2026-04-06,1280.36,24253.0,211421.0,5.86
2026-04-07,1278.2,22965.0,211378.0,5.89
2026-04-08,1267.97,21982.0,213553.0,6.1
2026-04-09,1261.03,19980.0,215429.0,5.91
2026-04-10,1267.43,14298.0,214435.0,5.94
2026-04-11,1276.64,19955.0,213756.0,5.96
2026-04-12,1278.01,26719.0,213726.0,5.91
2026-04-13,1271.92,18527.0,215015.0,5.87
2026-04-14,1273.29,18232.0,215880.0,6.0
2026-04-15,1271.97,23988.0,216180.0,6.02
2026-04-16,1276.93,20715.0,215259.0,5.71
2026-04-17,1278.48,18758.0,214739.0,5.93
2026-04-18,1274.1,25895.0,212930.0,5.92
2026-04-19,1276.23,22633.0,211926.0,5.91
2026-04-20,1267.39,23105.0,212296.0,6.06
2026-04-21,1274.55,18483.0,212920.0,5.93
2026-04-22,1284.61,22203.0,212080.0,6.05
2026-04-23,1275.78,21787.0,212228.0,5.94
2026-04-24,1279.75,23194.0,213439.0,5.96
2026-04-25,1272.42,24501.0,213626.0,6.06
2026-04-26,1281.6,24426.0,213485.0,5.95
2026-04-27,1289.43,21086.0,213986.0,6.0
2026-04-28,1288.19,22908.0,214429.0,5.93
2026-04-29,1296.75,16492.0,214559.0,5.96
